Flowable,CASNo,Formula,Synonyms,Unit,Class,ExternalReference,Preferred,Context,FlowUUID,AltUnit1,AltUnitConversionFactor1,,
"2,3-epoxypropyl phenyl ether",000122-60-1,,,kg,Element or Compound,,,Emissions/water/unspecified,4a5e65e2-2cd6-4b1f-abb3-e14754b44700,,,122-60-1; 71031-03-3; 71031-02-2; 122-60-1,
ferric chloride,007705-08-0,,,kg,Element or Compound,,,Emissions/water/unspecified,77b6f9ed-b40a-4a27-80f5-06097ddafdd2,,,7705-08-0,
1-octanol,000111-87-5,,,kg,Element or Compound,,,Emissions/water/unspecified,65773608-fe7e-459f-a9f6-c06160126f8c,,,67700-96-3; 111-87-5; 68603-15-6; 111-87-5,
ε-caprolactam,000105-60-2,,,kg,Element or Compound,,,Emissions/water/unspecified,06e200c5-dd34-4d3b-884d-56c053d3a919,,,,
"2,6-xylenol",000576-26-1,,,kg,Element or Compound,,,Emissions/water/unspecified,cf046309-85ea-4d68-ac0b-d514882fa4cb,,,285132-85-6; 576-26-1; 25134-01-4; 576-26-1,
xylene,001330-20-7,,,kg,Element or Compound,,,Emissions/water/unspecified,4b40919e-6d9c-435a-9ccc-510a03a74dfe,,,,
silver and its water-soluble compounds,007440-22-4,,,kg,Groups of Chemicals ,,,Emissions/water/unspecified,5c80028c-0279-484c-842f-6edb494b5f90,,,,
cumene,000098-82-8,,,kg,Element or Compound,,,Emissions/water/unspecified,ceb5d86a-4f7f-4b82-b95c-6f4c4ae9332d,,,68936-98-1; 101316-43-2; 98-82-8; 97095-85-7; 68411-37-0; 97732-82-6; 68333-89-1; 98-82-8,
glyoxal,000107-22-2,,,kg,Element or Compound,,,Emissions/water/unspecified,79381d34-d7ac-4f81-bda3-25425f14bd2f,,,9005-91-8; 107-22-2; 40094-65-3; 107-22-2,
glutaraldehyde,000111-30-8,,,kg,Element or Compound,,,Emissions/water/unspecified,566dda85-8791-4ed2-b946-7ec39ff67382,,,29257-65-6; 111-30-8; 111-30-8,
cresol,001319-77-3,,,kg,Element or Compound,,,Emissions/water/unspecified,bbd6625f-8588-4658-825e-c970323b1e09,,,,
chromium(VI) compounds,018540-29-9,,,kg,Groups of Chemicals ,,,Emissions/water/unspecified,a410b8c5-6605-4816-a1fa-dfec0f8fb5e7,,,18540-29-9,
chloroaniline,024613-03-4,,,kg,Element or Compound,,,Emissions/water/unspecified,57f96e44-3c8e-4372-85b2-8f5f826bdc74,,,24613-03-4,
2-chloro-2'-ethyl-N-(2-methoxy-1-methylethyl)-6'-methylacetanilide,051218-45-2,,,kg,Element or Compound,,,Emissions/water/unspecified,0e8fa32a-1ffb-4e6c-bf82-2b40c1901da7,,,178961-20-1,
chloroethylene,000075-01-4,,,kg,Element or Compound,,,Emissions/water/unspecified,f06100c1-bb22-4803-9f5b-eaecc44d1775,,,9002-86-2; 75-01-4,
"3-chloro-N-(3-chloro-5-trifluoromethyl-2-pyridyl)-α,α,α-trifluoro-2,6-dinitro-p-toluidine",079622-59-6,,,kg,Element or Compound,,,Emissions/water/unspecified,a6df4511-8a85-41b6-af2a-bd375f8cd3c4,,,,
"1-({2-[2-chloro-4-(4-chlorophenoxy)phenyl]-4-methyl-1,3-dioxolan-2-yl}methyl)-1H-1,2,4-triazole",119446-68-3,,,kg,Element or Compound,,,Emissions/water/unspecified,78a0b653-1792-434d-a914-057603f8f3c5,,,119446-68-3; 119446-68-3,
chloroacetic acid,000079-11-8,,,kg,Element or Compound,,,Emissions/water/unspecified,1e00a5a4-630e-4810-8a46-46656f6999d4,,,79-11-8; 79-11-8,
ethyl chloroacetate,000105-39-5,,,kg,Element or Compound,,,Emissions/water/unspecified,0b2faac3-3b8f-412a-9058-72dd05987016,,,105-39-5; 105-39-5,
"2-chloro-2',6'-diethyl-N-(2-propoxyethyl)acetanilide",051218-49-6,,,kg,Element or Compound,,,Emissions/water/unspecified,d15cf9b2-b705-4f8e-a9c8-65b206f3defd,,,51218-49-6,
"1-chloro-2,4-dinitrobenzene",000097-00-7,,,kg,Element or Compound,,,Emissions/water/unspecified,4e20ea4b-0cbe-40d0-be8a-ecd97d3be025,,,97-00-7; 97-00-7,
o-chlorotoluene,000095-49-8,,,kg,Element or Compound,,,Emissions/water/unspecified,9a23c9ec-290d-41bc-afdc-152de44050af,,,362049-57-8; 84344-05-8; 95-49-8; 95-49-8,
p-chlorotoluene,000106-43-4,,,kg,Element or Compound,,,Emissions/water/unspecified,190e8237-37c3-4cc1-943c-4a21d64e46af,,,3327-51-3; 106-43-4; 106-43-4,
"2-chloro-4,6-bis(ethylamino)-1,3,5-triazine",000122-34-9,,,kg,Element or Compound,,,Emissions/water/unspecified,d32997a8-0fd8-4dfd-9c7d-46d1a0e0cb02,,,39291-64-0; 220621-41-0; 122-34-9; 122-34-9,
"(RS)-1-p-chlorophenyl-4,4-dimethyl-3-(1H-1,2,4-triazol-1-ylmethyl)pentan-3-ol",107534-96-3,,,kg,Element or Compound,,,Emissions/water/unspecified,f84303a2-5b18-4342-bdce-ce9ee0286288,,,107534-96-3; 80443-41-0; 107534-96-3,
2-chloropropionic acid,000598-78-7,,,kg,Element or Compound,,,Emissions/water/unspecified,297e6ef7-b218-4bf9-ae6c-d9225f617abb,,,62138-52-7; 598-78-7; 28554-00-9; 598-78-7,
3-chloropropene,000107-05-1,,,kg,Element or Compound,,,Emissions/water/unspecified,00b21e5c-8d61-4aae-bb59-ffe26bd8ae74,,,107-05-1; 107-05-1,
chlorobenzene,000108-90-7,,,kg,Element or Compound,,,Emissions/water/unspecified,7c1250c4-0a2a-4bcd-ab1b-9388a3d10525,,,59164-11-3; 108-90-7; 68411-45-0; 59164-10-2; 13122-34-4; 108-90-7,
chloroform,000067-66-3,,,kg,Element or Compound,,,Emissions/water/unspecified,dda7b7f7-887c-4206-9ec4-0620065c8016,,,8013-54-5; 67-66-3; 67-66-3,
chloromethane,000074-87-3,,,kg,Element or Compound,,,Emissions/water/unspecified,0b898599-511f-4472-b2ce-51c5615d7f20,,,2108-20-5; 74-87-3,
2-ethoxyethyl acetate,000111-15-9,,,kg,Element or Compound,,,Emissions/water/unspecified,20df126f-db80-4644-b42e-943a781cc3e4,,,111-15-9; 111-15-9,
vinyl acetate,000108-05-4,,,kg,Element or Compound,,,Emissions/water/unspecified,3990513d-84d1-4f66-b633-70808606fe53,,,108-05-4; 189765-98-8; 108-05-4,
2-methoxyethyl acetate,000110-49-6,,,kg,Element or Compound,,,Emissions/water/unspecified,577426fb-da9e-4b67-bf19-4bcd79afc104,,,32718-56-2; 110-49-6,
salicylaldehyde,000090-02-8,,,kg,Element or Compound,,,Emissions/water/unspecified,fb344caa-6d5a-40ea-ba95-389e6255674f,,,27761-48-4; 111268-93-0; 28777-87-9; 90-02-8; 90-02-8,
cyanamide,000420-04-2,,,kg,Element or Compound,,,Emissions/water/unspecified,cb03cd91-a110-4f06-bb0e-1fa26152d908,,,4850-53-7; 2669-76-3; 87009-57-2; 420-04-2; 420-04-2,
inorganic cyanide compounds (except complex salts and cyanates),000074-90-8,,,kg,Groups of Chemicals ,,,Emissions/water/unspecified,26b2c382-1e6e-48bf-b26a-37313ab4df46,,,,
2-(diethylamino)ethanol,000100-37-8,,,kg,Element or Compound,,,Emissions/water/unspecified,b5292a53-4331-4c91-8482-cf5b4deafbdc,,,83206-48-8; 100-37-8; 100-37-8,
"S-4-chlorobenzyl N,N-diethylthiocarbamate",028249-77-6,,,kg,Element or Compound,,,Emissions/water/unspecified,5162178b-a7db-4b24-b88e-b092a44f3a15,,,,
"N,N-diethyl-3-(2,4,6-trimethylphenylsulfonyl)-1H-1,2,4-triazole-1-carboxamide",125306-83-4,,,kg,Element or Compound,,,Emissions/water/unspecified,4331d5fc-4e38-4c07-9b98-e9d981df6595,,,,
"1,4-dioxane",000123-91-1,,,kg,Element or Compound,,,Emissions/water/unspecified,c1a31995-0003-4e4a-902f-758a0c999ce3,,,54841-74-6; 39449-24-6; 123-91-1; 123-91-1,
"1,3-dioxolane",000646-06-0,,,kg,Element or Compound,,,Emissions/water/unspecified,a02f9c7c-9529-4221-bc5f-83300f1f9191,,,646-06-0; 646-06-0,
cyclohexylamine,000108-91-8,,,kg,Element or Compound,,,Emissions/water/unspecified,fcc5e358-357b-4a6e-8027-7f9b15ad2e54,,,108-91-8; 108-91-8; 108-91-8,
N-(cyclohexylthio)phthalimide,017796-82-6,,,kg,Element or Compound,,,Emissions/water/unspecified,b68e4efc-5ede-4a58-bacf-4e13ed4f2ef9,,,17796-82-6; 17796-82-6,
"1,2-dichloroethane",000107-06-2,,,kg,Element or Compound,,,Emissions/water/unspecified,d0109456-3747-47cb-9e15-335b6ac151a5,,,52399-93-6; 107-06-2; 107-06-2,
"1,1-Dichloroethylene",000075-35-4,,,kg,Element or Compound,,,Emissions/water/unspecified,11a727b9-fe90-409f-8c14-cc41a5d786dc,,,75-35-4; 9002-85-1; 75-35-4,
"cis-1,2-dichloroethylene",000156-59-2,,,kg,Element or Compound,,,Emissions/water/unspecified,a19e389e-0c19-4ff4-9efe-b002c7adcafb,,,156-59-2; 156-59-2,
"2,4-dichlorotoluene",000095-73-8,,,kg,Element or Compound,,,Emissions/water/unspecified,9ecccaa6-7804-4c17-bf53-343abf83006c,,,95-73-8; 95-73-8,
"3-(3,5-dichlorophenyl)-N-isopropyl-2,4-dioxoimidazolidine-1-carboxamide",036734-19-7,,,kg,Element or Compound,,,Emissions/water/unspecified,39be443e-f926-4d59-9011-5df2f82d5d83,,,36734-19-7; 36734-19-7,
"1,2-dichloropropane",000078-87-5,,,kg,Element or Compound,,,Emissions/water/unspecified,06e17e21-66c1-4792-ac89-9e07285f67dc,,,78-87-5; 78-87-5,
"1,3-dichloropropene",000542-75-6,,,kg,Element or Compound,,,Emissions/water/unspecified,60088dd6-196b-4ebf-99c7-ac19d13bcc80,,,5427-56-5; 542-75-6; 10061-02-6,
dichlorobenzene,000095-50-1,,,kg,Element or Compound,,,Emissions/water/unspecified,44d5c6fa-a02f-455b-ba0d-f2ffb932cf2c,,,55232-43-4; 106-46-7; 106-46-7,
"4-(2,4-dichlorobenzoyl)-1,3-dimethyl-5-pyrazolyl 4-toluenesulfonate",058011-68-0,,,kg,Element or Compound,,,Emissions/water/unspecified,a86a0c37-aa43-42c8-9c20-a5b4ded4bfaa,,,,
"2,6-dichlorobenzonitrile",001194-65-6,,,kg,Element or Compound,,,Emissions/water/unspecified,b945b5d7-c029-4ec3-a960-961516ebdf7d,,,1194-65-6; 104809-79-2; 1194-65-6,
dichloromethane,000075-09-2,,,kg,Element or Compound,,,Emissions/water/unspecified,3b6eec4a-d6f6-457d-880d-38452dfeb856,,,75-09-2; 75-09-2,
"N,N-dicyclohexylamine",000101-83-7,,,kg,Element or Compound,,,Emissions/water/unspecified,bf957d6f-4eff-4305-a3bc-35be86aa4fd4,,,101-83-7; 101-83-7,
dicyclopentadiene,000077-73-6,,,kg,Element or Compound,,,Emissions/water/unspecified,50ff1343-a744-44c5-b38c-a1c15b11f3ee,,,77-73-6; 25038-78-2; 933-60-8; 1755-01-7; 77-73-6,
"diisopropyl 1,3-dithiolan-2-ylidenemalonate",050512-35-1,,,kg,Element or Compound,,,Emissions/water/unspecified,22312b97-301b-4fc0-8ce6-0440848071da,,,50512-35-1,
"O-2,4-dichlorophenyl O-ethyl S-propyl phosphorodithioate",034643-46-4,,,kg,Element or Compound,,,Emissions/water/unspecified,b265d88f-0110-4720-97d3-2d2b7597cf4e,,,,
"O,O-dimethyl S-(N-methylcarbamoyl)methyl phosphorodithioate",000060-51-5,,,kg,Element or Compound,,,Emissions/water/unspecified,b8246214-be50-477a-947a-f52d0b303088,,,,
dinitrotoluene,025321-14-6,,,kg,Element or Compound,,,Emissions/water/unspecified,64a7393e-ff2d-469c-b4b5-ee83995328aa,,,602-01-7; 25321-14-6; 602-01-7,
"2,4-dinitrophenol",000051-28-5,,,kg,Element or Compound,,,Emissions/water/unspecified,6d36e969-8017-434d-b7d3-077e435208a1,,,93951-77-0; 51-28-5; 1326-82-5; 51-28-5,
diphenylamine,000122-39-4,,,kg,Element or Compound,,,Emissions/water/unspecified,966095d9-7622-4b98-b97d-e8bc72cddc94,,,99234-91-0; 122-39-4; 122-39-4,
"1,3-diphenylguanidine",000102-06-7,,,kg,Element or Compound,,,Emissions/water/unspecified,6887c8cd-a243-433e-9999-7f2fabd48fa6,,,102-06-7; 102-06-7,
"2,6-di-tert-butyl-4-cresol",000128-37-0,,,kg,Element or Compound,,,Emissions/water/unspecified,e559a051-0084-40ca-99e2-5cd91861f5c0,,,128-37-0; 128-37-0,
"2,2-dibromo-2-cyanoacetamide",010222-01-2,,,kg,Element or Compound,,,Emissions/water/unspecified,e903e108-c84e-4734-a979-cb06712b0d9c,,,10222-01-2; 10222-01-2,
"N,N-dimethylacetamide",000127-19-5,,,kg,Element or Compound,,,Emissions/water/unspecified,e65c51a2-847d-4c2a-acd6-07fa1bc8ac0e,,,31591-08-9; 286367-73-5; 20255-66-7; 127-19-5; 127-19-5,
"2,6-dimethylaniline",000087-62-7,,,kg,Element or Compound,,,Emissions/water/unspecified,8015d8b6-858b-4f3b-928d-0a1103c1f66b,,,919785-81-2; 87-62-7; 87-62-7,
"N,N-dimethylaniline",000121-69-7,,,kg,Element or Compound,,,Emissions/water/unspecified,183f3497-0e48-45e9-90a2-493bffb78d50,,,88889-00-3; 87385-38-4; 4019-61-8; 85785-00-8; 121-69-7; 121-69-7,
dimethylamine,000124-40-3,,,kg,Element or Compound,,,Emissions/water/unspecified,0550e20d-ff9d-4678-bae4-fc38b405501e,,,20786-94-1; 124-40-3; 917-72-6; 124-40-3,
dimethyl disulfide,000624-92-0,,,kg,Element or Compound,,,Emissions/water/unspecified,b0acf69e-2601-4a5a-9135-68fa1a256eb9,,,624-92-0; 624-92-0,
"N,N-dimethyldodecylamine N-oxide",001643-20-5,,,kg,Element or Compound,,,Emissions/water/unspecified,2f4c418a-8058-4f3f-8b45-9b7d999e4b70,,,1643-20-5,
"dimethyl 2,2,2-trichloro-1-hydroxyethylphosphonate",000052-68-6,,,kg,Element or Compound,,,Emissions/water/unspecified,e0761ac4-bf71-42ab-b6c3-a353749f683c,,,56042-27-4; 56042-26-3; 52-68-6; 26373-97-7; 52-68-6,
"dimethyl 4,4'-(o-phenylene)bis(3-thioallophanate)",023564-05-8,,,kg,Element or Compound,,,Emissions/water/unspecified,7e20e600-321c-44c8-8676-c8892a7e3c4c,,,23564-05-8; 23564-05-8,
"3,3'-dimethylbenzidine",000119-93-7,,,kg,Element or Compound,,,Emissions/water/unspecified,d5a6328c-a311-4970-9f0c-c6b8f496e9a3,,,119-93-7; 119-93-7,
"N,N-dimethylformamide",000068-12-2,,,kg,Element or Compound,,,Emissions/water/unspecified,f1adee10-7471-4c5b-a7de-5220585d2317,,,68-12-2; 68-12-2,
water-soluble salts of bromic acid,No CAS,,,kg,Element or Compound,,,Emissions/water/unspecified,8d4c2510-d9f9-41d4-be70-13f019f7b461,,,,
organic tin compounds,007440-31-5,,,kg,Groups of Chemicals ,,,Emissions/water/unspecified,267ad340-d117-4372-a9d1-caaa6153c2a9,,,,
styrene,000100-42-5,,,kg,Element or Compound,,,Emissions/water/unspecified,97ae85df-6b00-44c9-b0a8-744573810248,,,6911-81-5; 68441-35-0; 12770-88-6; 52751-12-9; 287399-41-1; 27732-42-9; 25086-18-4; 100-42-5; 9003-53-6; 100-42-5,
selenium and its compounds,007782-49-2,,,kg,Groups of Chemicals ,,,Emissions/water/unspecified,75c997b1-f387-4019-901a-45f7a4a8f3a7,,,,
dioxins,001746-01-6,,,kg,Element or Compound,,,Emissions/water/unspecified,6af4a288-1718-4f48-b423-9997a30f28fc,,,,
"2-thioxo-3,5-dimethyltetrahydro-2H-1,3,5-thiadiazine",000533-74-4,,,kg,Element or Compound,,,Emissions/water/unspecified,3c377aab-8078-4c74-8718-c207a059c4fd,,,,
thiourea,000062-56-6,,,kg,Element or Compound,,,Emissions/water/unspecified,6f9ca32d-2843-4a2e-92e2-4966d4f9fe35,,,17370-85-3; 62-56-6; 17356-08-0; 62-56-6,
"O,O-diethyl O-2-isopropyl-6-methyl-4-pyrimidinyl phosphorothioate",000333-41-5,,,kg,Element or Compound,,,Emissions/water/unspecified,49f52bc1-06d6-452c-9eb6-2cedcc1efc05,,,,
"O,O-diethyl O-5-phenyl-3-isoxazolyl phosphorothioate",018854-01-8,,,kg,Element or Compound,,,Emissions/water/unspecified,cd058182-1e1b-4750-9baf-7902bcbaadac,,,,
"O,O-dimethyl O-3-methyl-4-nitrophenyl phosphorothioate",000122-14-5,,,kg,Element or Compound,,,Emissions/water/unspecified,ab659ef0-c064-465d-b9ee-9f9a53de2848,,,122-14-5; 122-14-5,
"O,O-dimethyl O-3-methyl-4-(methylthio)phenyl phosphorothioate",000055-38-9,,,kg,Element or Compound,,,Emissions/water/unspecified,f94cd8c7-581e-4957-a3f4-bf2b96de367b,,,55-38-9; 55-38-9,
decabromodiphenyl ether,001163-19-5,,,kg,Element or Compound,,,Emissions/water/unspecified,c6d9fe37-38f5-480e-a386-042e602eb6d3,,,1163-19-5; 562099-68-7; 1163-19-5,
decanoic acid,000334-48-5,,,kg,Element or Compound,,,Emissions/water/unspecified,6c271e48-558c-43ae-859e-a953e7beead0,,,62716-49-8; 334-48-5; 334-48-5,
decyl alcohol,000112-30-1,,,kg,Element or Compound,,,Emissions/water/unspecified,8e6120b6-acc6-4f39-b5c8-73c370042a25,,,42006-99-5; 70084-71-8; 66455-17-2; 112-30-1; 85566-12-7; 36729-58-5; 112-30-1,
"1,3,5,7-tetraazatricyclo[3.3.1.13.7]decane",000100-97-0,,,kg,Element or Compound,,,Emissions/water/unspecified,3a156466-1fc4-499b-a851-b75c9c082a1b,,,,
tetrachloroisophthalonitrile,001897-45-6,,,kg,Element or Compound,,,Emissions/water/unspecified,c6d5120a-e4b8-4625-a049-19b27f14525c,,,1897-45-6; 1897-45-6,
tetrachloroethylene,000127-18-4,,,kg,Element or Compound,,,Emissions/water/unspecified,fe98697d-a282-4572-88cc-c4340714a42d,,,127-18-4; 127-18-4,
"3,7,9,13-tetramethyl-5,11-dioxa-2,8,14-trithia-4,7,9,12-tetraazapentadeca-3,12-diene-6,10-dione",059669-26-0,,,kg,Element or Compound,,,Emissions/water/unspecified,9a9d7a1e-47a5-4db8-b7dd-ed21b64693c0,,,,
tetramethylthiuram disulfide,000137-26-8,,,kg,Element or Compound,,,Emissions/water/unspecified,31d547b2-d26a-4477-a5c2-07bd5c881058,,,137-26-8; 137-26-8,
"3,7,11,15-tetramethylhexadec-1-en-3-ol",000505-32-8,,,kg,Element or Compound,,,Emissions/water/unspecified,b5d279f6-3e9f-44fd-a38b-eac9fdc2affc,,,505-32-8; 505-32-8,
terephthalic acid,000100-21-0,,,kg,Element or Compound,,,Emissions/water/unspecified,edbb65ae-a8fc-4df8-9261-1364c4eacfbb,,,100-21-0; 100-21-0,
1-dodecanol,000112-53-8,,,kg,Element or Compound,,,Emissions/water/unspecified,93399805-7bd5-4168-a33b-279a27db237a,,,112-53-8; 68551-07-5; 27342-88-7; 112-53-8,
sodium dodecyl sulfate,000151-21-3,,,kg,Element or Compound,,,Emissions/water/unspecified,a29d1442-7f78-4de7-9ee0-ad63e7afe3a0,,,151-21-3; 151-21-3,
"3,6,9-triazaundecane-1,11-diamine",000112-57-2,,,kg,Element or Compound,,,Emissions/water/unspecified,13c14a14-933d-4612-b566-409aa3fa10c7,,,112-57-2; 26913-06-4; 112-57-2,
triethylamine,000121-44-8,,,kg,Element or Compound,,,Emissions/water/unspecified,b4b58294-7b24-4449-b929-d0f7db3008fc,,,121-44-8; 121-44-8,
triethylenetetramine,000112-24-3,,,kg,Element or Compound,,,Emissions/water/unspecified,eea30d64-f684-423f-8695-98df8c692643,,,105821-86-1; 112-24-3; 112-24-3,
"1,1,1-trichloroethane",000071-55-6,,,kg,Element or Compound,,,Emissions/water/unspecified,52d743b0-e1f1-4b96-8514-c70b93f24ea1,,,90229-85-9; 71-55-6; 25323-89-1; 71-55-6,
"1,1,2-trichloroethane",000079-00-5,,,kg,Element or Compound,,,Emissions/water/unspecified,02ec85e0-a060-44a4-a1d8-01492b0e6f75,,,79-00-5; 79-00-5,
trichloroethylene,000079-01-6,,,kg,Element or Compound,,,Emissions/water/unspecified,9da967f8-07b5-4439-bd50-6ff1547c50f7,,,79-01-6; 79-01-6,
trichloroacetic acid,000076-03-9,,,kg,Element or Compound,,,Emissions/water/unspecified,20634cc3-1ff3-4cee-9aab-11de09a6a60d,,,76-03-9; 76-03-9,
"2,4,6-trichloro-1,3,5-triazine",000108-77-0,,,kg,Element or Compound,,,Emissions/water/unspecified,0de7892c-c16f-4cd6-9702-3da199f99959,,,108-77-0; 108-77-0,
"1,3,5-tris(2,3-epoxypropyl)-1,3,5-triazine-2,4,6(1H,3H,5H)-trione",002451-62-9,,,kg,Element or Compound,,,Emissions/water/unspecified,b010cb7e-d80d-4145-8f99-b3f7e6c2e3e3,,,,
tributylamine,000102-82-9,,,kg,Element or Compound,,,Emissions/water/unspecified,3f915e15-2ab7-4e4e-8f84-b4dcb7d25399,,,102-82-9; 102-82-9,
"2,4,6-tribromophenol",000118-79-6,,,kg,Element or Compound,,,Emissions/water/unspecified,f797218f-d9f0-4998-8854-457340637e12,,,118-79-6; 118-79-6,
"1,2,4-trimethylbenzene",000095-63-6,,,kg,Element or Compound,,,Emissions/water/unspecified,2455ac2c-4ec7-422a-a5bc-f06a2879731a,,,95-36-3; 95-63-6; 95-63-6,
"1,3,5-trimethylbenzene",000108-67-8,,,kg,Element or Compound,,,Emissions/water/unspecified,8c5d67bf-4029-4e31-91e1-0c133331e426,,,108-67-8; 108-67-8,
tolylene diisocyanate,000584-84-9,,,kg,Element or Compound,,,Emissions/water/unspecified,46f2fec4-0798-4d4d-b9a4-2efa572e6100,,,26471-62-5; 7373-19-5; 584-84-9; 26006-20-2; 584-84-9,
toluidine,000106-49-0,,,kg,Element or Compound,,,Emissions/water/unspecified,1b3528be-5637-4fb4-aecd-947b68c29eb8,,,,
toluene,000108-88-3,,,kg,Element or Compound,,,Emissions/water/unspecified,e47c3d4d-0248-4ef8-826e-2c5ecab966e4,,,16954-38-4; 16713-13-6; 108-88-3; 50643-04-4; 108-88-3,
toluenediamine,000095-80-7,,,kg,Element or Compound,,,Emissions/water/unspecified,8f0227c5-222c-45d2-8948-22c7b0db26c2,,,71111-07-4; 71111-08-5; 95-80-7; 95-80-7,
naphthalene,000091-20-3,,,kg,Element or Compound,,,Emissions/water/unspecified,50adcd8e-2d64-4900-9b13-3a332b43ad35,,,72931-45-4; 25135-16-4; 1683-98-3; 91-20-3; 91-20-3,
lead compounds,No CAS,,,kg,Groups of Chemicals ,,,Emissions/water/unspecified,974fdbbb-3a58-478e-82e9-f3b69a5e9771,,,14452-81-4; 54076-28-7; 7439-92-1,
hexamethylene diacrylate,013048-33-4,,,kg,Element or Compound,,,Emissions/water/unspecified,db95b899-9b76-4f17-9987-3ac2caa3c65b,,,13048-33-4; 13048-33-4,
nitrilotriacetic acid,000139-13-9,,,kg,Element or Compound,,,Emissions/water/unspecified,6643ccc1-cd6d-4476-af08-12760cba5410,,,139-13-9; 139-13-9,
nitroglycerin,000055-63-0,,,kg,Element or Compound,,,Emissions/water/unspecified,27dbee89-2220-42fa-b831-92a57f7906db,,,27906-99-6; 55-63-0,
o-nitrotoluene,000088-72-2,,,kg,Element or Compound,,,Emissions/water/unspecified,698030b0-173c-493b-b00a-4406964e84dc,,,88-72-2; 88-72-2,
nitrobenzene,000098-95-3,,,kg,Element or Compound,,,Emissions/water/unspecified,35c9b7f4-0209-4872-a3fa-669558064053,,,98-95-3; 26969-40-4; 98-95-3,
carbon disulfide,000075-15-0,,,kg,Element or Compound,,,Emissions/water/unspecified,63eed1ad-4501-49d4-b171-ebb5cccb0fae,,,75-15-0; 12539-80-9; 75-15-0,
nonylphenol,025154-52-3,,,kg,Element or Compound,,,Emissions/water/unspecified,8327ff05-4d80-4ad5-9fb0-bfc9b11a4386,,,,
vanadium compounds,No CAS,,,kg,Groups of Chemicals ,,,Emissions/water/unspecified,7da5a1db-6537-47b7-9e51-7abe1db1e3de,,,,
"5'-[N,N-bis(2-acetyloxyethyl)amino]-2'-(2-bromo-4,6-dinitrophenylazo)-4'-methoxyacetanilide",003618-72-2,,,kg,Element or Compound,,,Emissions/water/unspecified,6a851b83-06dd-43f8-983f-6ea255693192,,,,
"2,4-bis(ethylamino)-6-methylthio-1,3,5-triazine",001014-70-6,,,kg,Element or Compound,,,Emissions/water/unspecified,cbeefb22-0c9e-4c91-b8e6-1bc5eb9558c2,,,1014-70-6; 1014-70-6,
bis(8-quinolinolato)copper,010380-28-6,,,kg,Element or Compound,,,Emissions/water/unspecified,bfce5df2-68e8-4d02-b882-c1ea1df6415d,,,10380-28-6; 10380-28-6,
"N,N'-ethylenebis(thiocarbamoylthiozinc)bis(N,N-dimethyldithiocarbamate)",064440-88-6,,,kg,Element or Compound,,,Emissions/water/unspecified,e36b11bf-ee6b-407d-9af2-59f47528fc02,,,,
bis(1-methyl-1-phenylethyl) peroxide,000080-43-3,,,kg,Element or Compound,,,Emissions/water/unspecified,22f1bfbf-4c09-4eee-a8e8-c5e0337f312c,,,80-43-3; 80-43-3,
hydrazine,000302-01-2,,,kg,Element or Compound,,,Emissions/water/unspecified,7edcdc4c-be9d-4e66-b784-be90a816ff19,,,13762-95-3; 302-01-2,
methyl 4-hydroxybenzoate,000099-76-3,,,kg,Element or Compound,,,Emissions/water/unspecified,168cc02d-1f36-44cb-b46c-c7123f8f5c3a,,,99-76-3; 99-76-3,
hydroquinone,000123-31-9,,,kg,Element or Compound,,,Emissions/water/unspecified,1b7cc140-5320-48cd-9835-ecaa1227ad83,,,123-31-9; 123-31-9,
4-vinyl-1-cyclohexene,000100-40-3,,,kg,Element or Compound,,,Emissions/water/unspecified,bb607290-d083-4700-a474-0c7e1a611060,,,100-40-3; 100-40-3,
2-vinylpyridine,000100-69-6,,,kg,Element or Compound,,,Emissions/water/unspecified,d67e26bb-b9fb-44f4-8da6-72d73f3faef9,,,329041-71-6; 100-69-6; 27476-03-5; 25014-15-7; 1337-81-1; 100-69-6,
piperazine,000110-85-0,,,kg,Element or Compound,,,Emissions/water/unspecified,9dbede0e-f0ed-432d-824a-69ac09145c8b,,,8057-14-5; 525586-93-0; 110-85-0; 1323940-30-2; 110-85-0,
pyridine,000110-86-1,,,kg,Element or Compound,,,Emissions/water/unspecified,bf9a2886-e07d-477e-97f8-cff8d4a50df8,,,1807-97-2; 110-86-1; 10259-15-1; 110-86-1,
pyrocatechol,000120-80-9,,,kg,Element or Compound,,,Emissions/water/unspecified,6e007e62-3356-46c4-b328-e7ddf9f01aa0,,,12385-08-9; 120-80-9; 120-80-9,
phenylenediamine,000095-54-5,,,kg,Element or Compound,,,Emissions/water/unspecified,9a694b94-fe0c-43e3-9d72-5b1581cc540b,,,95-54-5; 1219798-78-3; 95-54-5,
"3-phenoxybenzyl 3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate",052645-53-1,,,kg,Element or Compound,,,Emissions/water/unspecified,41f17a5b-4361-4235-8253-3f2bf31e8e62,,,93389-07-2; 52341-33-0; 82523-59-9; 52645-53-1; 52341-32-9; 52645-53-1,
"1,3-butadiene",000106-99-0,,,kg,Element or Compound,,,Emissions/water/unspecified,e5b5942c-1817-403e-adb3-4e0d1cf4413f,,,1983-06-8; 68514-37-4; 68441-48-5; 31567-90-5; 1441-56-1; 25339-57-5; 9003-17-2; 106-99-0,
